"","caseid","year","degree","consci"
"28783",28783,1993,"Bachelor","A Great Deal"
"28784",28784,1993,"Bachelor","A Great Deal"
"28787",28787,1993,"Junior College","Only Some"
"28788",28788,1993,"Bachelor","A Great Deal"
"28790",28790,1993,"Graduate","A Great Deal"
"28791",28791,1993,"High School","A Great Deal"
"28792",28792,1993,"Bachelor","Only Some"
"28793",28793,1993,"Bachelor","A Great Deal"
"28794",28794,1993,"Junior College","Only Some"
"28795",28795,1993,"Graduate","Hardly Any"
"28796",28796,1993,"High School","Only Some"
"28799",28799,1993,"Bachelor","Only Some"
"28800",28800,1993,"Bachelor","A Great Deal"
"28801",28801,1993,"Lt High School","A Great Deal"
"28805",28805,1993,"High School","Only Some"
"28807",28807,1993,"High School","Only Some"
"28808",28808,1993,"Bachelor","A Great Deal"
"28809",28809,1993,"Graduate","A Great Deal"
"28810",28810,1993,"High School","A Great Deal"
"28813",28813,1993,"High School","A Great Deal"
"28814",28814,1993,"Lt High School","Only Some"
"28816",28816,1993,"High School","A Great Deal"
"28817",28817,1993,"High School","Only Some"
"28820",28820,1993,"High School","A Great Deal"
"28823",28823,1993,"High School","A Great Deal"
"28824",28824,1993,"High School","Only Some"
"28826",28826,1993,"High School","Only Some"
"28828",28828,1993,"Junior College","Only Some"
"28829",28829,1993,"High School","A Great Deal"
"28830",28830,1993,"Lt High School","Only Some"
"28832",28832,1993,"High School","Only Some"
"28833",28833,1993,"Lt High School","Only Some"
"28834",28834,1993,"High School","Only Some"
"28838",28838,1993,"High School","Hardly Any"
"28839",28839,1993,"Graduate","A Great Deal"
"28840",28840,1993,"Graduate","Only Some"
"28841",28841,1993,"Graduate","Only Some"
"28842",28842,1993,"High School","Only Some"
"28843",28843,1993,"High School","Only Some"
"28845",28845,1993,"Graduate","Only Some"
"28846",28846,1993,"High School","Only Some"
"28848",28848,1993,"Lt High School","Only Some"
"28849",28849,1993,"Bachelor","Only Some"
"28850",28850,1993,"High School","A Great Deal"
"28851",28851,1993,"Bachelor","Only Some"
"28854",28854,1993,"High School","A Great Deal"
"28856",28856,1993,"Bachelor","A Great Deal"
"28857",28857,1993,"Bachelor","Only Some"
"28858",28858,1993,"High School","A Great Deal"
"28859",28859,1993,"High School","Hardly Any"
"28862",28862,1993,"Graduate","Only Some"
"28863",28863,1993,"High School","A Great Deal"
"28864",28864,1993,"High School","Hardly Any"
"28865",28865,1993,"High School","Only Some"
"28867",28867,1993,"Bachelor","Only Some"
"28868",28868,1993,"High School","A Great Deal"
"28869",28869,1993,"High School","A Great Deal"
"28872",28872,1993,"High School","A Great Deal"
"28873",28873,1993,"High School","A Great Deal"
"28874",28874,1993,"Lt High School","Only Some"
"28875",28875,1993,"Lt High School","Only Some"
"28877",28877,1993,"Bachelor","A Great Deal"
"28878",28878,1993,"High School","Only Some"
"28879",28879,1993,"Lt High School","A Great Deal"
"28880",28880,1993,"High School","A Great Deal"
"28882",28882,1993,"Lt High School","A Great Deal"
"28883",28883,1993,"High School","A Great Deal"
"28884",28884,1993,"High School","Hardly Any"
"28885",28885,1993,"High School","Only Some"
"28886",28886,1993,"Bachelor","Only Some"
"28888",28888,1993,"High School","Only Some"
"28889",28889,1993,"Junior College","A Great Deal"
"28890",28890,1993,"Lt High School","Only Some"
"28891",28891,1993,"High School","A Great Deal"
"28892",28892,1993,"Lt High School","A Great Deal"
"28893",28893,1993,"High School","Hardly Any"
"28895",28895,1993,"Lt High School","A Great Deal"
"28896",28896,1993,"Lt High School","A Great Deal"
"28897",28897,1993,"High School","Only Some"
"28898",28898,1993,"High School","A Great Deal"
"28901",28901,1993,"High School","A Great Deal"
"28902",28902,1993,"High School","Hardly Any"
"28903",28903,1993,"Lt High School","Only Some"
"28904",28904,1993,"Lt High School","Hardly Any"
"28905",28905,1993,"High School","A Great Deal"
"28909",28909,1993,"High School","Only Some"
"28911",28911,1993,"High School","A Great Deal"
"28912",28912,1993,"High School","Only Some"
"28913",28913,1993,"High School","Only Some"
"28914",28914,1993,"Bachelor","Only Some"
"28915",28915,1993,"High School","A Great Deal"
"28917",28917,1993,"High School","A Great Deal"
"28918",28918,1993,"Lt High School","Only Some"
"28920",28920,1993,"High School","Only Some"
"28926",28926,1993,"High School","Only Some"
"28927",28927,1993,"Lt High School","A Great Deal"
"28929",28929,1993,"High School","A Great Deal"
"28931",28931,1993,"High School","Only Some"
"28934",28934,1993,"Lt High School","A Great Deal"
"28936",28936,1993,"High School","Only Some"
"28937",28937,1993,"Lt High School","Only Some"
"28938",28938,1993,"High School","Only Some"
"28939",28939,1993,"Bachelor","Only Some"
"28941",28941,1993,"High School","Only Some"
"28942",28942,1993,"High School","Only Some"
"28943",28943,1993,"Lt High School","Only Some"
"28946",28946,1993,"Junior College","A Great Deal"
"28947",28947,1993,"Bachelor","Only Some"
"28948",28948,1993,"Bachelor","A Great Deal"
"28950",28950,1993,"Bachelor","A Great Deal"
"28953",28953,1993,"High School","Only Some"
"28954",28954,1993,"High School","Only Some"
"28956",28956,1993,"High School","Only Some"
"28958",28958,1993,"High School","A Great Deal"
"28959",28959,1993,"High School","A Great Deal"
"28960",28960,1993,"High School","Only Some"
"28961",28961,1993,"High School","A Great Deal"
"28963",28963,1993,"High School","Hardly Any"
"28964",28964,1993,"Bachelor","A Great Deal"
"28965",28965,1993,"High School","Hardly Any"
"28966",28966,1993,"High School","Only Some"
"28967",28967,1993,"High School","A Great Deal"
"28969",28969,1993,"High School","Only Some"
"28970",28970,1993,"Lt High School","Hardly Any"
"28972",28972,1993,"Lt High School","Only Some"
"28974",28974,1993,"Junior College","Hardly Any"
"28975",28975,1993,"High School","Only Some"
"28979",28979,1993,"High School","Only Some"
"28981",28981,1993,"High School","A Great Deal"
"28983",28983,1993,"High School","A Great Deal"
"28985",28985,1993,"High School","Only Some"
"28986",28986,1993,"Bachelor","A Great Deal"
"28987",28987,1993,"Graduate","Only Some"
"28988",28988,1993,"Bachelor","Only Some"
"28990",28990,1993,"High School","A Great Deal"
"28993",28993,1993,"Bachelor","A Great Deal"
"28995",28995,1993,"High School","Only Some"
"28996",28996,1993,"Lt High School","Only Some"
"28997",28997,1993,"High School","Hardly Any"
"29001",29001,1993,"High School","Only Some"
"29006",29006,1993,"High School","Only Some"
"29008",29008,1993,"Bachelor","Only Some"
"29009",29009,1993,"Lt High School","A Great Deal"
"29014",29014,1993,"Bachelor","A Great Deal"
"29015",29015,1993,"High School","A Great Deal"
"29016",29016,1993,"Junior College","A Great Deal"
"29017",29017,1993,"Graduate","A Great Deal"
"29018",29018,1993,"High School","Hardly Any"
"29021",29021,1993,"Junior College","Only Some"
"29023",29023,1993,"High School","A Great Deal"
"29026",29026,1993,"Bachelor","Only Some"
"29027",29027,1993,"Junior College","Only Some"
"29028",29028,1993,"High School","Only Some"
"29029",29029,1993,"Bachelor","Only Some"
"29031",29031,1993,"Bachelor","Only Some"
"29032",29032,1993,"Lt High School","Only Some"
"29034",29034,1993,"High School","A Great Deal"
"29035",29035,1993,"High School","Hardly Any"
"29036",29036,1993,"Lt High School","Only Some"
"29037",29037,1993,"Graduate","Only Some"
"29038",29038,1993,"High School","Only Some"
"29040",29040,1993,"High School","Only Some"
"29041",29041,1993,"High School","A Great Deal"
"29046",29046,1993,"High School","A Great Deal"
"29047",29047,1993,"High School","Hardly Any"
"29049",29049,1993,"Bachelor","Only Some"
"29050",29050,1993,"High School","Only Some"
"29051",29051,1993,"High School","A Great Deal"
"29053",29053,1993,"High School","Only Some"
"29055",29055,1993,"High School","A Great Deal"
"29058",29058,1993,"Bachelor","A Great Deal"
"29059",29059,1993,"High School","A Great Deal"
"29060",29060,1993,"Lt High School","Only Some"
"29062",29062,1993,"Lt High School","Only Some"
"29063",29063,1993,"Lt High School","Only Some"
"29065",29065,1993,"High School","Only Some"
"29066",29066,1993,"High School","A Great Deal"
"29070",29070,1993,"High School","A Great Deal"
"29071",29071,1993,"High School","A Great Deal"
"29072",29072,1993,"High School","A Great Deal"
"29073",29073,1993,"High School","A Great Deal"
"29076",29076,1993,"High School","A Great Deal"
"29077",29077,1993,"Graduate","A Great Deal"
"29078",29078,1993,"Bachelor","A Great Deal"
"29082",29082,1993,"High School","Only Some"
"29084",29084,1993,"High School","A Great Deal"
"29085",29085,1993,"High School","Only Some"
"29086",29086,1993,"High School","Hardly Any"
"29087",29087,1993,"High School","Only Some"
"29088",29088,1993,"Bachelor","A Great Deal"
"29089",29089,1993,"Lt High School","Only Some"
"29090",29090,1993,"Lt High School","Only Some"
"29093",29093,1993,"High School","A Great Deal"
"29094",29094,1993,"Junior College","A Great Deal"
"29095",29095,1993,"High School","A Great Deal"
"29096",29096,1993,"Lt High School","Only Some"
"29097",29097,1993,"High School","Only Some"
"29099",29099,1993,"High School","Only Some"
"29101",29101,1993,"High School","Hardly Any"
"29102",29102,1993,"Lt High School","Only Some"
"29103",29103,1993,"High School","A Great Deal"
"29104",29104,1993,"High School","A Great Deal"
"29105",29105,1993,"High School","Only Some"
"29106",29106,1993,"High School","A Great Deal"
"29107",29107,1993,"High School","A Great Deal"
"29108",29108,1993,"High School","Only Some"
"29113",29113,1993,"Graduate","A Great Deal"
"29114",29114,1993,"High School","Only Some"
"29115",29115,1993,"Bachelor","A Great Deal"
"29117",29117,1993,"High School","Only Some"
"29119",29119,1993,"High School","Only Some"
"29120",29120,1993,"High School","Only Some"
"29123",29123,1993,"Lt High School","A Great Deal"
"29127",29127,1993,"Bachelor","Only Some"
"29128",29128,1993,"Lt High School","Only Some"
"29130",29130,1993,"Bachelor","A Great Deal"
"29131",29131,1993,"High School","Only Some"
"29132",29132,1993,"Junior College","Only Some"
"29133",29133,1993,"High School","A Great Deal"
"29136",29136,1993,"Graduate","A Great Deal"
"29139",29139,1993,"High School","A Great Deal"
"29140",29140,1993,"Lt High School","A Great Deal"
"29141",29141,1993,"High School","A Great Deal"
"29144",29144,1993,"High School","Only Some"
"29146",29146,1993,"High School","Hardly Any"
"29147",29147,1993,"High School","A Great Deal"
"29148",29148,1993,"High School","Only Some"
"29150",29150,1993,"Graduate","A Great Deal"
"29151",29151,1993,"Bachelor","A Great Deal"
"29152",29152,1993,"High School","A Great Deal"
"29158",29158,1993,"Lt High School","Hardly Any"
"29159",29159,1993,"Bachelor","A Great Deal"
"29161",29161,1993,"High School","A Great Deal"
"29162",29162,1993,"High School","Only Some"
"29165",29165,1993,"Bachelor","A Great Deal"
"29166",29166,1993,"Graduate","A Great Deal"
"29168",29168,1993,"High School","A Great Deal"
"29169",29169,1993,"High School","Only Some"
"29170",29170,1993,"Junior College","Hardly Any"
"29171",29171,1993,"Bachelor","A Great Deal"
"29173",29173,1993,"High School","A Great Deal"
"29174",29174,1993,"High School","Only Some"
"29175",29175,1993,"High School","Only Some"
"29176",29176,1993,"High School","A Great Deal"
"29179",29179,1993,"Bachelor","A Great Deal"
"29181",29181,1993,"High School","Only Some"
"29183",29183,1993,"Junior College","Only Some"
"29184",29184,1993,"High School","Only Some"
"29186",29186,1993,"Lt High School","Only Some"
"29188",29188,1993,"High School","Only Some"
"29189",29189,1993,"High School","A Great Deal"
"29191",29191,1993,"Graduate","Only Some"
"29193",29193,1993,"Junior College","A Great Deal"
"29194",29194,1993,"Lt High School","A Great Deal"
"29198",29198,1993,"Bachelor","Only Some"
"29199",29199,1993,"High School","Only Some"
"29201",29201,1993,"Lt High School","A Great Deal"
"29202",29202,1993,"High School","A Great Deal"
"29203",29203,1993,"Junior College","Only Some"
"29204",29204,1993,"Lt High School","Only Some"
"29205",29205,1993,"Graduate","A Great Deal"
"29206",29206,1993,"High School","Only Some"
"29207",29207,1993,"High School","Hardly Any"
"29209",29209,1993,"High School","Only Some"
"29210",29210,1993,"Lt High School","Only Some"
"29212",29212,1993,"High School","Only Some"
"29214",29214,1993,"Bachelor","A Great Deal"
"29216",29216,1993,"Lt High School","Only Some"
"29217",29217,1993,"Lt High School","Hardly Any"
"29219",29219,1993,"High School","Only Some"
"29220",29220,1993,"Lt High School","Only Some"
"29221",29221,1993,"Junior College","A Great Deal"
"29226",29226,1993,"High School","A Great Deal"
"29227",29227,1993,"High School","Only Some"
"29228",29228,1993,"Lt High School","Only Some"
"29229",29229,1993,"High School","Only Some"
"29230",29230,1993,"High School","Only Some"
"29231",29231,1993,"High School","Only Some"
"29235",29235,1993,"Junior College","Only Some"
"29239",29239,1993,"Junior College","Only Some"
"29243",29243,1993,"High School","A Great Deal"
"29245",29245,1993,"High School","A Great Deal"
"29246",29246,1993,"Bachelor","Only Some"
"29248",29248,1993,"Bachelor","A Great Deal"
"29249",29249,1993,"High School","Hardly Any"
"29250",29250,1993,"Lt High School","Only Some"
"29251",29251,1993,"High School","Only Some"
"29252",29252,1993,"High School","Only Some"
"29254",29254,1993,"Lt High School","A Great Deal"
"29255",29255,1993,"High School","Only Some"
"29256",29256,1993,"High School","Only Some"
"29257",29257,1993,"Lt High School","Only Some"
"29258",29258,1993,"Bachelor","A Great Deal"
"29259",29259,1993,"Lt High School","Hardly Any"
"29260",29260,1993,"High School","A Great Deal"
"29262",29262,1993,"High School","Only Some"
"29265",29265,1993,"High School","Only Some"
"29266",29266,1993,"High School","A Great Deal"
"29268",29268,1993,"Junior College","A Great Deal"
"29269",29269,1993,"High School","Only Some"
"29270",29270,1993,"Junior College","A Great Deal"
"29271",29271,1993,"High School","A Great Deal"
"29272",29272,1993,"Graduate","A Great Deal"
"29273",29273,1993,"High School","Only Some"
"29274",29274,1993,"High School","Only Some"
"29276",29276,1993,"Lt High School","Only Some"
"29278",29278,1993,"Lt High School","Only Some"
"29279",29279,1993,"High School","Only Some"
"29280",29280,1993,"High School","Only Some"
"29282",29282,1993,"High School","Only Some"
"29283",29283,1993,"High School","Only Some"
"29285",29285,1993,"Lt High School","A Great Deal"
"29289",29289,1993,"High School","Only Some"
"29290",29290,1993,"Lt High School","Only Some"
"29293",29293,1993,"High School","Only Some"
"29297",29297,1993,"High School","A Great Deal"
"29300",29300,1993,"Lt High School","Only Some"
"29301",29301,1993,"High School","Only Some"
"29302",29302,1993,"High School","Only Some"
"29303",29303,1993,"High School","Hardly Any"
"29308",29308,1993,"High School","Only Some"
"29310",29310,1993,"Lt High School","Only Some"
"29312",29312,1993,"Graduate","Hardly Any"
"29313",29313,1993,"Lt High School","Only Some"
"29314",29314,1993,"High School","Only Some"
"29315",29315,1993,"High School","Hardly Any"
"29318",29318,1993,"Lt High School","Only Some"
"29319",29319,1993,"High School","Hardly Any"
"29320",29320,1993,"Lt High School","A Great Deal"
"29321",29321,1993,"High School","A Great Deal"
"29323",29323,1993,"High School","Only Some"
"29324",29324,1993,"Junior College","A Great Deal"
"29327",29327,1993,"High School","Only Some"
"29330",29330,1993,"Bachelor","Only Some"
"29331",29331,1993,"High School","Only Some"
"29332",29332,1993,"Junior College","Only Some"
"29336",29336,1993,"Lt High School","Hardly Any"
"29339",29339,1993,"Lt High School","A Great Deal"
"29340",29340,1993,"High School","A Great Deal"
"29341",29341,1993,"Lt High School","Only Some"
"29342",29342,1993,"High School","Only Some"
"29346",29346,1993,"High School","A Great Deal"
"29347",29347,1993,"High School","Hardly Any"
"29353",29353,1993,"High School","Only Some"
"29356",29356,1993,"High School","A Great Deal"
